"","X","egoID","alter.initial","egoalt_relation","egoalt_relate_othr","egoalter_tie","egoalter_commfreq","alter.gender","alt.gender_othr","alter.age","alter.acad.val","alter.career.val","alter.edu","alter.edu.othr","e0102","e0103","e0203","e0104","e0204","e0304","e0105","e0205","e0305","e0405","e0106","e0206","e0306","e0406","e0506","e0107","e0207","e0307","e0407","e0507","e0607","e0108","e0208","e0308","e0408","e0508","e0608","e0708","e0109","e0209","e0309","e0409","e0509","e0609","e0709","e0809","e0110","e0210","e0310","e0410","e0510","e0610","e0710","e0810","e0910","alterID","alter.genderbi"
"5044",5044,1347,"mg",6,"",8,1,1,"",18,6,6,5,"",0,0,3,7,4,0,4,7,7,7,0,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134706,0
"5045",5045,1350,"bp",1,"parentfig",6,3,2,"",78,9,10,7,"",2,10,1,0,0,0,2,9,0,0,10,3,10,0,2,0,0,0,0,0,0,0,3,0,9,0,0,0,0,10,0,4,0,0,0,-2,0,0,0,0,0,0,0,0,3,135006,1
"5047",5047,1353,"lb",6,"",10,2,1,"",17,10,10,4,"",10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,0,0,0,0,10,0,10,10,10,10,0,10,10,0,10,10,0,135306,0
"5051",5051,1358,"kd",4,"",5,4,1,"",75,5,6,6,"",7,6,8,9,9,9,9,9,9,9,-5,8,1,5,7,9,9,9,9,9,0,10,8,8,8,8,1,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,135806,0
"5055",5055,1364,"yd",7,"",10,4,1,"",23,10,10,4,"",NA,7,7,6,6,-8,7,7,-8,10,-9,-9,10,-9,-9,10,10,-9,10,10,10,-9,-9,10,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7,0,0,0,0,0,0,136406,0
"5057",5057,1367,"ma",4,"",6,2,1,"",32,8,7,7,"",7,0,0,4,3,9,0,0,8,9,0,0,7,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136706,0
"5062",5062,1379,"c.d.",8,"academic",10,5,2,"",32,10,10,7,"",10,NA,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137906,1
"5064",5064,1382,"cd",6,"",10,3,1,"",25,8,8,7,"",10,6,6,10,10,6,0,0,6,5,10,10,9,0,5,10,10,10,10,9,10,7,9,10,10,9,10,10,10,10,10,10,10,10,10,10,8,8,6,9,0,0,10,10,10,138206,0
"5066",5066,1385,"ap",3,"",10,2,1,"",27,8,10,4,"",10,10,10,8,9,9,10,10,10,8,9,10,10,9,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138506,0
"5070",5070,1390,"gr",6,"",1,3,2,"",19,3,7,4,"",0,0,0,0,6,0,0,7,0,0,0,8,0,7,0,-4,NA,0,-6,0,-6,0,0,0,2,1,1,2,0,6,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,139006,1
"5072",5072,1392,"rd",8,"academic",7,4,1,"",45,10,10,8,"",0,3,0,1,0,1,5,1,7,7,3,1,2,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139206,0
